3.9892	4.0085	4.0987	4.1719	4.175	4.1789	4.2106	4.3014	4.3974	4.5641	4.7105
3.7851	3.7416	3.8297	3.9354	3.9966	3.9906	4.0192	4.1077	4.2277	4.4087	4.6007
3.5294	3.3371	3.4656	3.6187	3.69	3.7092	3.8186	3.9714	4.1246	4.3153	4.5666
3.5689	3.5398	3.6249	3.7312	3.8017	3.8202	3.8961	4.0187	4.1427	4.2954	4.4958
3.9009	4.0991	4.1886	4.2515	4.2614	4.2736	4.327	4.4306	4.5156	4.6359	4.7685
3.9402	3.9837	4.0033	4.0922	4.1011	4.1317	4.1863	4.2732	4.3383	4.4686	4.6582
4.0065	4.1761	4.2138	4.2597	4.263	4.2732	4.3148	4.3859	4.4483	4.5148	4.6883
4.0087	4.1575	4.2082	4.2715	4.2878	4.3085	4.3684	4.4625	4.5254	4.588	4.7585
4.0399	4.1401	4.2101	4.2733	4.276	4.2953	4.3537	4.422	4.4669	4.5178	4.7065
4.2489	4.3862	4.456	4.4815	4.4757	4.4632	4.5202	4.5642	4.6103	4.6432	4.7611
4.31	4.5003	4.5565	4.6032	4.6242	4.6503	4.6879	4.723	4.7666	4.7872	4.935
4.2476	4.422	4.4447	4.4671	4.4878	4.4926	4.5128	4.5393	4.5775	4.6043	4.7331
4.0757	4.1471	4.1684	4.1871	4.2018	4.224	4.25	4.2928	4.3405	4.3667	4.51
3.9698	4.0387	4.0638	4.0907	4.1073	4.1204	4.1469	4.1959	4.2469	4.2763	4.431
3.8273	3.9074	3.9351	3.962	3.9822	4.0167	4.0527	4.1014	4.1516	4.1807	4.3088
3.7781	3.9518	4.0169	4.0536	4.0945	4.1249	4.1722	4.2108	4.253	4.3024	4.4416
3.6309	3.8713	3.9427	3.9704	4.0033	4.0236	4.0551	4.0916	4.1396	4.1886	4.3102
3.6309	3.6675	3.6882	3.7051	3.7369	3.7555	3.794	3.8357	3.883	3.9274	4.0631
3.5945	3.691	3.7431	3.7554	3.7795	3.807	3.8469	3.8822	3.9347	3.986	4.1104
3.5208	3.6091	3.664	3.6841	3.7185	3.7527	3.8106	3.8533	3.9233	3.9806	4.1467
3.4052	3.5332	3.6151	3.6598	3.7012	3.7375	3.8312	3.8901	3.9681	4.0343	4.2384
3.3328	3.5344	3.6789	3.754	3.8158	3.8578	3.9728	4.0416	4.1307	4.2023	4.4213
3.3092	3.5798	3.7151	3.8869	3.9638	4.0071	4.0877	4.197	4.2405	4.3604	4.5601
3.1673	3.43	3.5704	3.7405	3.8298	3.8965	3.9732	4.0972	4.1561	4.2846	4.5164
3.1143	3.455	3.6127	3.7235	3.7806	3.9233	3.9942	4.0959	4.1446	4.2567	4.4449
3.0252	3.2926	3.4826	3.558	3.6099	3.7235	3.7963	3.9013	3.9487	4.0521	4.2368
2.8026	3.0406	3.2016	3.2771	3.3217	3.4324	3.5014	3.605	3.6493	3.6927	3.9467
2.7066	2.9607	3.1382	3.2228	3.2677	3.3894	3.4635	3.5847	3.6334	3.6796	3.9401
2.701	2.8749	2.9477	3.0117	3.1051	3.1884	3.2142	3.3301	3.4148	3.4961	3.707
2.612	2.791	2.8979	2.9991	3.1428	3.2379	3.2754	3.4249	3.5248	3.6214	3.8566
2.414	2.635	2.7642	2.8739	3.032	3.1493	3.1952	3.3592	3.4697	3.5823	3.8219
2.192	2.402	2.526	2.6155	2.772	2.8872	2.9421	3.1027	3.218	3.3375	3.5953
2.106	2.1423	2.3776	2.4664	2.6438	2.7844	2.8526	3.0419	3.1711	3.2965	3.5784
2.085	2.1902	2.4501	2.5513	2.745	2.8973	2.9666	3.1792	3.3142	3.4358	3.728
1.971	1.992	2.2708	2.3871	2.6066	2.7674	2.8518	3.0766	3.2179	3.335	3.6412
2.027	2.1149	2.4345	2.5462	2.7999	2.9176	3	3.2227	3.3587	3.4729	3.7568
2.102	2.2297	2.4906	2.6783	2.8216	3.0623	3.1492	3.2999	3.4972	3.5576	3.8834
2.22	2.4714	2.7463	2.9396	3.0549	3.2945	3.3708	3.51	3.6928	3.7461	4.0354
2.208	2.3275	2.6797	2.8878	3.0165	3.2647	3.3767	3.4519	3.649	3.816	4.03
2.175	2.2748	2.581	2.7535	2.8721	3.1036	3.2177	3.2968	3.4884	3.6499	3.8609
2.232	2.3658	2.6834	2.8636	2.9903	3.2375	3.3613	3.4524	3.6499	3.8174	4.0449
2.182	2.3006	2.623	2.8428	2.9924	3.2822	3.4261	3.5175	3.7517	3.8676	4.1753
2.205	2.3796	2.7325	2.9705	3.1255	3.4353	3.5772	3.6767	3.9075	4.0226	4.355
2.276	2.5151	2.9045	3.1455	3.2948	3.5917	3.7314	3.8211	4.0441	4.15	4.4648
2.171	2.4422	2.8784	3.145	3.3029	3.6211	3.7633	3.8559	4.0807	4.1917	4.5152
2.259	2.65	3.1088	3.389	3.5452	3.846	3.9856	4.0732	4.2819	4.3849	4.6896
2.305	2.7546	3.2263	3.5109	3.6678	3.9621	4.0966	4.1826	4.3882	4.488	4.7847
2.208	2.7355	3.2088	3.504	3.674	4.0006	4.1392	4.2295	4.4439	4.5478	4.8661
2.146	2.4339	2.8023	3.142	3.3446	3.621	3.8227	4.0628	4.2126	4.3908	4.7188
1.878	2.143	2.487	2.8248	3.0319	3.3203	3.5414	3.808	3.9723	4.1641	4.5451
1.966	2.2835	2.6364	2.985	3.1832	3.4677	3.6779	3.9345	4.0959	4.2665	4.6474
2.133	2.593	2.9539	3.2981	3.4769	3.7432	3.9369	4.1622	4.2974	4.3617	4.7879
2.154	2.5147	2.9395	3.3151	3.5716	3.8213	4.0208	4.1496	4.2282	4.4099	4.8079
2.358	2.8031	3.1946	3.5809	3.8072	4.0367	4.2141	4.3297	4.4025	4.5592	4.9072
2.241	2.6821	3.1267	3.4427	3.6703	3.8996	4.0816	4.1951	4.2681	4.4372	4.7084
2.004	2.244	2.4619	2.813	3.1021	3.3874	3.5013	3.711	3.9306	4.1281	4.4731
2.198	2.6421	2.8643	3.2027	3.4568	3.7147	3.8135	3.9795	4.1569	4.3185	4.6058
1.982	2.5127	2.738	3.0858	3.3865	3.6631	3.7722	3.9511	4.1456	4.3334	4.6709
1.9331	2.0764	2.3615	2.6589	2.9283	3.2221	3.3378	3.5309	3.7524	3.8912	4.308
2.0354	2.1421	2.3769	2.6515	2.8871	3.1752	3.2852	3.4754	3.7072	3.8427	4.2922
2.2492	2.4497	2.7519	3.0366	3.2942	3.5845	3.6954	3.8822	4.097	4.2261	4.6034
2.2419	2.4678	2.7312	3.0522	3.2806	3.5775	3.6861	3.8778	4.0821	4.2054	4.5737
2.233	2.3932	2.607	2.9028	3.1407	3.4468	3.5505	3.7452	3.9594	4.0775	4.4665
2.4902	2.5827	2.8337	2.9566	3.3774	3.4894	3.7103	3.9784	4.0985	4.2736	4.5978
2.5427	2.7165	2.9878	3.1174	3.5151	3.6339	3.8567	4.132	4.2408	4.4221	4.6988
2.8683	3.1403	3.4123	3.5492	3.9335	4.0305	4.2262	4.4601	4.5542	4.697	5.0005
2.588	2.9997	3.4114	3.5638	3.9615	4.0483	4.2602	4.4997	4.6127	4.7548	5.0672
2.6817	3.0164	3.3511	3.479	3.7046	3.8976	4.1072	4.3438	4.4515	4.5734	4.8404
3.0676	3.4181	3.7686	3.9002	4.1209	4.2886	4.4649	4.6685	4.7526	4.793	5.0749
3.2106	3.5927	3.9748	4.1287	4.3582	4.5231	4.6951	4.8839	4.9507	4.9933	5.2601
3.5829	3.949	4.3151	4.4594	4.6306	4.7724	4.9276	5.0896	5.1498	5.1838	5.4071
3.9422	4.2899	4.6376	4.7728	4.9285	5.0451	5.185	5.3219	5.3642	5.3899	5.6129
3.75	4.1412	4.5324	4.698	4.8646	5.0081	5.159	5.2932	5.3368	5.3602	5.6162
4.0124	4.3989	4.7854	4.9282	5.0832	5.1965	5.3145	5.4344	5.4781	5.4926	5.7176
3.658	4.033	4.408	4.5809	4.7251	4.8783	5.0192	5.1686	5.2121	5.2276	5.4758
3.7021	4.0696	4.4371	4.5875	4.7358	4.8841	5.006	5.1325	5.1642	5.1839	5.35485
3.2981	3.6474	3.9967	4.3173	4.4961	4.7617	4.8781	5.0248	5.0935	5.2629	5.4611
3.2043	3.4722	3.7401	3.9686	4.1129	4.4067	4.4924	4.6584	4.7408	4.9133	5.17185
2.9862	3.1869	3.3876	3.7107	3.8717	4.1747	4.2832	4.474	4.574	4.7441	5.06305
3.2997	3.5391	3.7785	4.1031	4.266	4.5534	4.6883	4.8802	4.9847	5.1509	5.51115
3.8172	3.9678	4.1184	4.3439	4.4476	4.668	4.7935	4.9401	5.0199	5.1432	5.4672
4.0775	4.2186	4.3597	4.5578	4.6631	4.8495	4.9418	5.0892	5.1585	5.2654	5.55195
4.2318	4.3873	4.5428	4.7686	4.8651	5.0643	5.1663	5.3179	5.3912	5.4931	5.79825
4.3404	4.4983	4.6562	4.8898	4.9658	5.1727	5.2844	5.4027	5.4555	5.5392	5.82635
4.6287	4.7433	4.8579	4.9605	5.0258	5.1575	5.2223	5.319	5.3703	5.4241	5.7246
4.1693	4.3033	4.4373	4.5441	4.6767	4.7612	4.9138	5.0199	5.0725	5.1292	5.46845
4.4061	4.5147	4.6233	4.7251	4.8054	4.8812	4.9871	5.0809	5.132	5.1626	5.474
4.3863	4.5113	4.6363	4.7269	4.8116	4.8908	5.0038	5.1096	5.1537	5.1773	5.4848
4.1373	4.4237	4.7101	4.7746	4.8322	4.9719	5.0605	5.1181	5.2548	5.2548	5.54315
5.0106	5.0368	5.063	5.1134	5.142	5.2375	5.293	5.3202	5.4032	5.3746	5.63025
5.2824	5.3106	5.3388	5.3731	5.3988	5.4919	5.5297	5.537	5.606	5.5921	5.8112
5.093	5.2077	5.3224	5.3768	5.4012	5.5231	5.5279	5.5512	5.5942	5.6024	5.79765
5.281	5.3712	5.4614	5.5181	5.5612	5.6347	5.6604	5.6613	5.6882	5.6507	5.76155
5.1474	5.2512	5.355	5.462	5.4478	5.5207	5.5257	5.5345	5.5746	5.5554	5.7086
4.958	5.1075	5.257	5.3683	5.3908	5.4938	5.5417	5.5494	5.5976	5.5705	5.74105
4.9679	5.1353	5.3027	5.385	5.4197	5.4942	5.5363	5.551	5.5873	5.5828	5.73465
4.5182	4.7585	4.9988	5.1494	5.2841	5.3889	5.478	5.532	5.57	5.5752	5.74685
4.3554	4.5852	4.815	5.0144	5.1622	5.2671	5.375	5.4597	5.4883	5.5054	5.6987
4.371	4.647	4.923	5.1566	5.3856	5.4595	5.5856	5.7064	5.7413	5.7649	5.9516
4.1686	4.5555	4.9424	5.1682	5.425	5.4999	5.6342	5.7247	5.7486	5.7847	6.01825
4.0499	4.4076	4.7653	5.0278	5.2284	5.3795	5.5113	5.5398	5.5611	5.5824	5.86095
3.7701	4.0704	4.3707	4.5654	4.8498	4.9589	5.1339	5.2681	5.3118	5.3558	5.6642
3.7448	4.0702	4.3956	4.6408	4.8927	5.0547	5.1963	5.3389	5.39	5.3998	5.68725
2.9711	3.5266	4.0821	4.4342	4.6545	4.8312	5.0381	5.2479	5.3181	5.3059	5.64055
3.2184	3.4624	3.7064	4.2789	4.464	4.6787	4.8872	5.0685	5.1418	5.1461	5.51835
3.1475	3.4099	3.6723	4.2245	4.4254	4.583	4.7464	4.9457	5.0568	5.0737	5.4407
2.9802	3.1909	3.4016	3.8942	4.0479	4.2776	4.437	4.626	4.7783	4.806	5.21295
2.7661	2.8599	2.9537	3.3428	3.473	3.7337	3.9384	4.161	4.3714	4.4399	4.9138
2.7413	2.7839	2.8265	3.162	3.2636	3.508	3.7229	3.9383	4.1005	4.1391	4.62625
2.9089	2.9806	3.0523	3.3652	3.5035	3.6862	3.9062	4.0742	4.2351	4.2407	4.7247
3.1474	3.2189	3.2904	3.5519	3.6873	3.8412	4.0234	4.1703	4.2516	4.2262	4.6866
2.9733	2.9818	3.0291	3.2007	3.2897	3.4431	3.6762	3.8262	3.8888	3.8838	4.34435
										
